ad_id;Street;City_Code
26183;Kork; Kehl (77694);Kork,  Kehl (77694);3.7533
26184;Auf dem Buhl 4; Kehl (77694);Auf dem Buhl 4,  Kehl (77694);3.7666
26185;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26186;Goldscheuer; Kehl (77694);Goldscheuer,  Kehl (77694);3.9183
26187;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26188;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26189;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26190;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26191;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26192;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26193;Unknown;Unknown;Unknown, Unknown;
26194;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26195;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26196;Neumuhl; Kehl (77694);Neumuhl,  Kehl (77694);3.7853
26197;Neumuhl; Kehl (77694);Neumuhl,  Kehl (77694);3.7853
26198;Neumuhl; Kehl (77694);Neumuhl,  Kehl (77694);3.7853
26199;Neumuhl; Kehl (77694);Neumuhl,  Kehl (77694);3.7853
26200;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26201;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26202;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26203;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26204;Kehl - Sundheim; Kehl / Sundheim (77694);Kehl - Sundheim,  Kehl / Sundheim (77694);3.8046
26205;Unknown;Unknown;Unknown, Unknown;
26206;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26207;Neumuhl; Kehl (77694);Neumuhl,  Kehl (77694);3.7853
26208;Goldscheuer; Kehl (77694);Goldscheuer,  Kehl (77694);3.9183
26209;Goldscheuer; Kehl (77694);Goldscheuer,  Kehl (77694);3.9183
26210;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26211;Kork; Kehl-Kork (77694);Kork,  Kehl-Kork (77694);3.7533
26212;Auenheim; Kehl / Auenheim (77694);Auenheim,  Kehl / Auenheim (77694);3.7624
26213;Zierolshofen; Kehl (77694);Zierolshofen,  Kehl (77694);3.6356
26214;Pfarrgasse 33; Kehl (77694);Pfarrgasse 33,  Kehl (77694);3.8049
26215;Linx; Rheinau (77866);Linx,  Rheinau (77866);3.6124
26216;Willstätt; Willstätt (77731);Willstätt,  Willstätt (77731);3.7894
26217;Willstätt; Willstätt (77731);Willstätt,  Willstätt (77731);3.7894
26218;Legelshurst; Willstätt (77731);Legelshurst,  Willstätt (77731);3.7405
26219;Linx; Rheinau (77866);Linx,  Rheinau (77866);3.6124
26220;Honau; Rheinau (77866);Honau,  Rheinau (77866);3.605
26221;Honau; Rheinau (77866);Honau,  Rheinau (77866);3.605
26222;Honau; Rheinau (77866);Honau,  Rheinau (77866);3.605
26223;Honau; Rheinau (77866);Honau,  Rheinau (77866);3.605
26224;Honau; Rheinau (77866);Honau,  Rheinau (77866);3.605
26225;Eckartsweier; Willstätt (77731);Eckartsweier,  Willstätt (77731);3.8554
26226;Legelshurst; Willstätt (77731);Legelshurst,  Willstätt (77731);3.7405
26227;Legelshurst; Willstätt (77731);Legelshurst,  Willstätt (77731);3.7405
26228;Holzhausen; Rheinau (77866);Holzhausen,  Rheinau (77866);3.5746
26229;Legelshurst; Willstätt (77731);Legelshurst,  Willstätt (77731);3.7405
26230;Legelshurst; Willstätt (77731);Legelshurst,  Willstätt (77731);3.7405
26231;Eckartsweier; Willstätt (77731);Eckartsweier,  Willstätt (77731);3.8554
26232;Willstätt; Willstätt (77731);Willstätt,  Willstätt (77731);3.7902
26233;Eckartsweier; Willstätt (77731);Eckartsweier,  Willstätt (77731);3.8554
26234;Diersheim; Rheinau (77866);Diersheim,  Rheinau (77866);3.5665
26235;Urloffen; Appenweier (77767);Urloffen,  Appenweier (77767);3.6857
26236;Willstätt; Willstätt (77731);Willstätt,  Willstätt (77731);3.7902
26237;Meckelfeld; Seevetal (21218);Meckelfeld,  Seevetal (21218);3.6652
26238;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26239;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26240;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26241;Herrendeich 30; Seevetal (21217);Herrendeich 30,  Seevetal (21217);3.7674
26242;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26243;Lindhorst; Seevetal (21218);Lindhorst,  Seevetal (21218);3.6818
26244;Hittfeld; Seevetal Hittfeld (21218);Hittfeld,  Seevetal Hittfeld (21218);3.6387
26245;Horst; Seevetal (21220);Horst,  Seevetal (21220);3.735
26246;Kiefernweg 2; Seevetal (21217);Kiefernweg 2,  Seevetal (21217);3.6328
26247;Ohlendorf; Seevetal (21220);Ohlendorf,  Seevetal (21220);3.8055
26248;Ohlendorf; Seevetal (21220);Ohlendorf,  Seevetal (21220);3.8055
26249;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26250;Lindhorst; Seevetal (21218);Lindhorst,  Seevetal (21218);3.6818
26251;Bullenhausen; Seevetal (21217);Bullenhausen,  Seevetal (21217);3.7198
26252;Am Grasweg 17 a; Seevetal (21217);Am Grasweg 17 a,  Seevetal (21217);3.6707
26253;Carl-Benz-Strasse 7; Seevetal (21220);Carl-Benz-Strasse 7,  Seevetal (21220);3.7182
26254;Ramelsloh; Seevetal (21220);Ramelsloh,  Seevetal (21220);3.768
26255;Hörsten; Seevetal (21217);Hörsten,  Seevetal (21217);3.7388
26256;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26257;Lindhorst; Seevetal (21218);Lindhorst,  Seevetal (21218);3.6818
26258;Maschen; Seevetal (21220);Maschen,  Seevetal (21220);3.7228
26259;Elbring 21; Seevetal (21217);Elbring 21,  Seevetal (21217);3.7172
26260;Fleestedt; Seevetal (21217);Fleestedt,  Seevetal (21217);3.6358
26261;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26262;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26263;Maschen; Seevetal (21220);Maschen,  Seevetal (21220);3.7228
26264;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26265;Maschen; Seevetal (21220);Maschen,  Seevetal (21220);3.7228
26266;Bullenhausen; Seevetal (21217);Bullenhausen,  Seevetal (21217);3.7198
26267;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26268;Ohlendorf; Seevetal (21220);Ohlendorf,  Seevetal (21220);3.8055
26269;Fleestedt; Seevetal (21217);Fleestedt,  Seevetal (21217);3.6358
26270;Ramelsloh; Seevetal - Ramelsloh (21220);Ramelsloh,  Seevetal - Ramelsloh (21220);3.7652
26271;Horst; Seevetal (21220);Horst,  Seevetal (21220);3.735
26272;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26273;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26274;Maschen; Seevetal (21220);Maschen,  Seevetal (21220);3.7228
26275;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26276;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26277;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26278;Maschen; Seevetal (21220);Maschen,  Seevetal (21220);3.7228
26279;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26280;Horst; Seevetal (21220);Horst,  Seevetal (21220);3.735
26281;Ohlendorf; Seevetal (21220);Ohlendorf,  Seevetal (21220);3.8055
26282;Helmstorf; Seevetal (21218);Helmstorf,  Seevetal (21218);3.6878
26283;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26284;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26285;Emmelndorf; Seevetal (21218);Emmelndorf,  Seevetal (21218);3.6339
26286;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26287;Maschen; Seevetal (21220);Maschen,  Seevetal (21220);3.7228
26288;Emmelndorf; Seevetal (21218);Emmelndorf,  Seevetal (21218);3.6339
26289;Maschen; Seevetal (21220);Maschen,  Seevetal (21220);3.7228
26290;Horst; Seevetal (21220);Horst,  Seevetal (21220);3.735
26291;Höhenweg 16; Seevetal (21220);Höhenweg 16,  Seevetal (21220);3.7257
26292;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26293;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26294;Bullenhausen; Seevetal-Bullenhausen (21217);Bullenhausen,  Seevetal-Bullenhausen (21217);3.7396
26295;Bullenhausen; Seevetal (21217);Bullenhausen,  Seevetal (21217);3.7198
26296;Beckedorf; Seevetal (21218);Beckedorf,  Seevetal (21218);3.5752
26297;Horst; Seevetal (21220);Horst,  Seevetal (21220);3.735
26298;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26299;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26300;Ramelsloh; Seevetal Ramelsloh (21220);Ramelsloh,  Seevetal Ramelsloh (21220);3.7652
26301;Maschen; Seevetal (21220);Maschen,  Seevetal (21220);3.7228
26302;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26303;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6284
26304;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26305;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26306;Over; Seevetal (21217);Over,  Seevetal (21217);3.7585
26307;Horst; Seevetal (21220);Horst,  Seevetal (21220);3.735
26308;Maschen; Seevetal (21220);Maschen,  Seevetal (21220);3.7228
26309;Meckelfeld; Meckelfeld (21217);Meckelfeld,  Meckelfeld (21217);3.6693
26310;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6284
26311;Ramelsloh; Seevetal (21220);Ramelsloh,  Seevetal (21220);3.768
26312;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26313;Bullenhausen; Seevetal (21217);Bullenhausen,  Seevetal (21217);3.7198
26314;Fleestedt; Seevetal (21217);Fleestedt,  Seevetal (21217);3.6358
26315;Ramelsloh; Seevetal / Ramelsloh (21220);Ramelsloh,  Seevetal / Ramelsloh (21220);3.7652
26316;Hittfeld; Seevetal-Hittfeld (21218);Hittfeld,  Seevetal-Hittfeld (21218);3.6284
26317;Fleestedt; Seevetal (21218);Fleestedt,  Seevetal (21218);3.6358
26318;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26319;Ramelsloh; Seevetal (21220);Ramelsloh,  Seevetal (21220);3.768
26320;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6387
26321;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6387
26322;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6387
26323;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6387
26324;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6387
26325;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6387
26326;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6387
26327;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6387
26328;Horst; Seevetal (21220);Horst,  Seevetal (21220);3.735
26329;Hörsten; Ortsteil Hörsten (21217);Hörsten,  Ortsteil Hörsten (21217);
26330;Maschen; Seevetal (21220);Maschen,  Seevetal (21220);3.7228
26331;Maschen; Seevetal (21220);Maschen,  Seevetal (21220);3.7228
26332;Fleestedt; Seevetal-Meckelfeld (21217);Fleestedt,  Seevetal-Meckelfeld (21217);3.5964
26333;Maschen; Seevetal-Maschen (21220);Maschen,  Seevetal-Maschen (21220);3.7248
26334;Meckelfeld; Seevetal (21220);Meckelfeld,  Seevetal (21220);3.6652
26335;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26336;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6387
26337;Horst; Seevetal (21220);Horst,  Seevetal (21220);3.735
26338;Am Kamp 5; Seevetal (21217);Am Kamp 5,  Seevetal (21217);3.6707
26339;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26340;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6387
26341;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6387
26342;Fleestedt; Seevetal (21217);Fleestedt,  Seevetal (21217);3.6358
26343;Horst; Seevetal (21220);Horst,  Seevetal (21220);3.735
26344;Hittfeld; Hittfeld (21218);Hittfeld,  Hittfeld (21218);3.6387
26345;Am Kamp 7; Seevetal (21217);Am Kamp 7,  Seevetal (21217);3.6707
26346;Emmelndorf; Seevetal (21218);Emmelndorf,  Seevetal (21218);3.6339
26347;Lindhorst; Seevetal (21218);Lindhorst,  Seevetal (21218);3.6818
26348;Fleestedt; Seevetal (21220);Fleestedt,  Seevetal (21220);3.6358
26349;Fleestedt; Seevetal (21220);Fleestedt,  Seevetal (21220);3.6358
26350;Maschen; Seevetal (21220);Maschen,  Seevetal (21220);3.7228
26351;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26352;Hittfeld; Seevetal (21218);Hittfeld,  Seevetal (21218);3.6605
26353;Ohlendorf; Seevetal (21220);Ohlendorf,  Seevetal (21220);3.8055
26354;Ohlendorf; Seevetal (21220);Ohlendorf,  Seevetal (21220);3.8055
26355;Ohlendorf; Seevetal (21220);Ohlendorf,  Seevetal (21220);3.8055
26356;Ohlendorf; Seevetal (21220);Ohlendorf,  Seevetal (21220);3.8055
26357;Ohlendorf; Seevetal (21220);Ohlendorf,  Seevetal (21220);3.8055
26358;Am Kamp 1; Seevetal (21217);Am Kamp 1,  Seevetal (21217);3.6707
26359;Meckelfeld; Seevetal (21217);Meckelfeld,  Seevetal (21217);3.6652
26360;Ohlendorf; Seevetal (21220);Ohlendorf,  Seevetal (21220);3.8055
26361;Emmelndorf; Seevetal (21218);Emmelndorf,  Seevetal (21218);3.6339
26362;Bullenhausen; Seevetal Bullenhausen (21217);Bullenhausen,  Seevetal Bullenhausen (21217);3.7396
26363;Maschen; Seevetal (21220);Maschen,  Seevetal (21220);3.7228
26364;Am Felde 47; Seevetal (21217);Am Felde 47,  Seevetal (21217);3.6714
26365;Am Felde 47; Seevetal (21217);Am Felde 47,  Seevetal (21217);3.6714
26366;Am Felde 47; Seevetal (21217);Am Felde 47,  Seevetal (21217);3.6714
26367;Am Kamp 5; Seevetal (21217);Am Kamp 5,  Seevetal (21217);3.6707
26368;Am Kamp 5; Seevetal (21217);Am Kamp 5,  Seevetal (21217);3.6707
26369;Harburger Strasse 12; Seevetal (21218);Harburger Strasse 12,  Seevetal (21218);3.6411
26370;Harburger Strasse 12; Seevetal (21218);Harburger Strasse 12,  Seevetal (21218);3.6411
26371;Stelle; Stelle (21435);Stelle,  Stelle (21435);3.8247
26372;Stelle; Stelle (21435);Stelle,  Stelle (21435);3.8247
26373;Stelle; Stelle (21435);Stelle,  Stelle (21435);3.8247
26374;Stelle; Stelle (21435);Stelle,  Stelle (21435);3.8247
26375;Stelle; Stelle (21435);Stelle,  Stelle (21435);3.8247
26376;Sinstorf; Hamburg (21079);Sinstorf,  Hamburg (21079);3.5791
26377;Hufeisen 1 B; Hamburg (21079);Hufeisen 1 B,  Hamburg (21079);3.6041
26378;Winsener Stieg 6; Hamburg (21079);Winsener Stieg 6,  Hamburg (21079);3.6021
26379;Reiherstieg 12; Stelle (21435);Reiherstieg 12,  Stelle (21435);3.8084
26380;Sinstorf; Hamburg (21077);Sinstorf,  Hamburg (21077);3.5791
26381;Sinstorf; Hamburg (21079);Sinstorf,  Hamburg (21079);3.5791
26382;Heimstrasse 16; Stelle (21435);Heimstrasse 16,  Stelle (21435);3.8146
26383;Rönneburg; Hamburg / Rönneburg (21079);Rönneburg,  Hamburg / Rönneburg (21079);3.6196
26384;Achterdeich; Stelle (21435);Achterdeich,  Stelle (21435);3.863
26385;Stelle; Stelle (21435);Stelle,  Stelle (21435);3.8247
26386;Langenbek; Hamburg (21079);Langenbek,  Hamburg (21079);3.5982
26387;Minderheide 5; Minden (32425);Minderheide 5,  Minden (32425);2.8899
26388;Letelner Heidweg; Minden (32423);Letelner Heidweg,  Minden (32423);2.5061
26389;Dankersen 3; Minden (32423);Dankersen 3,  Minden (32423);2.2459
26390;Rodenbeck 5; Minden (32429);Rodenbeck 5,  Minden (32429);2.6341
26391;Innenstadt 2; Minden (32427);Innenstadt 2,  Minden (32427);2.5513
26392;Nordstadt 4; Minden (32425);Nordstadt 4,  Minden (32425);2.5638
26393;Grannenweg; Minden (32425);Grannenweg,  Minden (32425);2.6598
26394;Hockenkamp 36; Minden (32425);Hockenkamp 36,  Minden (32425);2.6443
26395;Hockenkamp 36; Minden (32425);Hockenkamp 36,  Minden (32425);2.6443
26396;Haddenhausen 2; Minden (32429);Haddenhausen 2,  Minden (32429);2.9166
26397;Königstor 3; Minden (32427);Königstor 3,  Minden (32427);2.6239
26398;Nordstadt 4; Minden (32425);Nordstadt 4,  Minden (32425);2.5638
26399;Nordstadt 4; Minden (32425);Nordstadt 4,  Minden (32425);2.5638
26400;Dutzen 2; Minden (32429);Dutzen 2,  Minden (32429);2.7802
26401;Rechtes Weserufer 3; Minden (32423);Rechtes Weserufer 3,  Minden (32423);2.4143
26402;Bärenkämpen 3; Minden (32427);Bärenkämpen 3,  Minden (32427);2.6652
26403;Innenstadt 1; Minden (32427);Innenstadt 1,  Minden (32427);2.5513
26404;Bärenkämpen 1; Minden (32425);Bärenkämpen 1,  Minden (32425);2.6565
26405;Bärenkämpen 3; Minden (32427);Bärenkämpen 3,  Minden (32427);2.6652
26406;Bärenkämpen 3; Minden (32427);Bärenkämpen 3,  Minden (32427);2.6652
26407;Dankersen 2; Minden (32423);Dankersen 2,  Minden (32423);2.2467
26408;Leteln / Aminghausen 2; Minden (32423);Leteln / Aminghausen 2,  Minden (32423);
26409;Leteln / Aminghausen 2; Minden (32423);Leteln / Aminghausen 2,  Minden (32423);
26410;Bärenkämpen 3; Minden (32427);Bärenkämpen 3,  Minden (32427);2.6652
26411;Minderheide 7; Minden (32425);Minderheide 7,  Minden (32425);
26412;Bärenkämpen 1; Minden (32425);Bärenkämpen 1,  Minden (32425);2.6565
26413;Mittelweg 31; Minden (32427);Mittelweg 31,  Minden (32427);2.6676
26414;Rechtes Weserufer 4; Minden (32423);Rechtes Weserufer 4,  Minden (32423);2.4143
26415;Innenstadt 7; Minden (32427);Innenstadt 7,  Minden (32427);2.5513
26416;Rodenbeck 3; Minden (32427);Rodenbeck 3,  Minden (32427);2.6341
26417;Meissen 2; Minden (32423);Meissen 2,  Minden (32423);2.2984
26418;Nordstadt 1; Minden (32425);Nordstadt 1,  Minden (32425);2.5638
26419;Bärenkämpen 1; Minden (32425);Bärenkämpen 1,  Minden (32425);2.6565
26420;Nordstadt 4; Minden (32425);Nordstadt 4,  Minden (32425);2.5638
26421;Rechtes Weserufer 4; Minden (32423);Rechtes Weserufer 4,  Minden (32423);2.4143
26422;Dankersen 3; Minden (32423);Dankersen 3,  Minden (32423);2.2459
26423;Rodenbeck 4; Minden (32429);Rodenbeck 4,  Minden (32429);2.6341
26424;Meissen 2; Minden (32423);Meissen 2,  Minden (32423);2.2984
26425;Königstor 5; Minden (32427);Königstor 5,  Minden (32427);2.6249
26426;Minderheide 4; Minden (32425);Minderheide 4,  Minden (32425);2.7622
26427;Innenstadt 1; Minden (32423);Innenstadt 1,  Minden (32423);2.5513
26428;Nordstadt 1; Minden (32425);Nordstadt 1,  Minden (32425);2.5638
26429;Nordstadt 1; Minden (32425);Nordstadt 1,  Minden (32425);2.5638
26430;Minderheide 7; Minden-Hahlen-Hahlen (32427);Minderheide 7,  Minden-Hahlen-Hahlen (32427);
26431;Rechtes Weserufer 2; Minden (32423);Rechtes Weserufer 2,  Minden (32423);2.4143
26432;Todtenhausen 5; Minden (32425);Todtenhausen 5,  Minden (32425);2.6155
26433;Stemmer 2; Minden / Stemmer (32425);Stemmer 2,  Minden / Stemmer (32425);2.7572
26434;Kutenhausen 2; Minden-Kutenhausen (32425);Kutenhausen 2,  Minden-Kutenhausen (32425);2.6454
26435;Rodenbeck 4; Minden-Innenstadt (32427);Rodenbeck 4,  Minden-Innenstadt (32427);
26436;Leteln / Aminghausen 2; Minden (32423);Leteln / Aminghausen 2,  Minden (32423);
26437;Innenstadt 2; Minden (32427);Innenstadt 2,  Minden (32427);2.5513
26438;Königstor 3; Minden-Innenstadt (32427);Königstor 3,  Minden-Innenstadt (32427);
26439;Rodenbeck 3; Minden (32429);Rodenbeck 3,  Minden (32429);2.6341
26440;Leteln / Aminghausen 2; Minden (32423);Leteln / Aminghausen 2,  Minden (32423);
26441;Leteln / Aminghausen 2; Minden (32423);Leteln / Aminghausen 2,  Minden (32423);
26442;Königstor 3; Minden (32427);Königstor 3,  Minden (32427);2.6239
26443;Minderheide 5; Minden (32425);Minderheide 5,  Minden (32425);2.8899
26444;Königstor 3; Minden (32427);Königstor 3,  Minden (32427);2.6239
26445;Königstor 3; Minden (32427);Königstor 3,  Minden (32427);2.6239
26446;Königstor 5; Minden (32425);Königstor 5,  Minden (32425);2.6249
26447;Dankersen 2; Minden (32423);Dankersen 2,  Minden (32423);2.2467
26448;Königstor 5; Minden (32427);Königstor 5,  Minden (32427);2.6249
26449;Dutzen 2; Minden (32429);Dutzen 2,  Minden (32429);2.7802
26450;Leteln / Aminghausen 2; Minden (32423);Leteln / Aminghausen 2,  Minden (32423);
26451;Rodenbeck 4; Minden (32429);Rodenbeck 4,  Minden (32429);2.6341
26452;Rodenbeck 4; Minden (32429);Rodenbeck 4,  Minden (32429);2.6341
26453;Hahlen 4; MInden-Hahlen (32427);Hahlen 4,  MInden-Hahlen (32427);
26454;Hahlen 4; MInden-Hahlen (32427);Hahlen 4,  MInden-Hahlen (32427);
26455;Leteln / Aminghausen 2; Minden (32423);Leteln / Aminghausen 2,  Minden (32423);
26456;Leteln / Aminghausen 2; Minden (32423);Leteln / Aminghausen 2,  Minden (32423);
26457;Königstor 3; Minden (32429);Königstor 3,  Minden (32429);2.6239
26458;Innenstadt 5; Minden (32425);Innenstadt 5,  Minden (32425);2.5513
26459;Innenstadt 5; Minden (32427);Innenstadt 5,  Minden (32427);2.5513
26460;Innenstadt 5; Minden (32427);Innenstadt 5,  Minden (32427);2.5513
26461;Leteln / Aminghausen 2; Minden (32423);Leteln / Aminghausen 2,  Minden (32423);
26462;Leteln / Aminghausen 2; Minden (32423);Leteln / Aminghausen 2,  Minden (32423);
26463;Nordstadt 4; Minden (32427);Nordstadt 4,  Minden (32427);2.5638
26464;Nordstadt 3; Minden (32425);Nordstadt 3,  Minden (32425);2.5638
26465;Kutenhausen 3; Minden (32425);Kutenhausen 3,  Minden (32425);2.726
26466;Todtenhausen 5; Minden (32425);Todtenhausen 5,  Minden (32425);2.6155
26467;Minderheide 5; Minden (32425);Minderheide 5,  Minden (32425);2.8899
26468;Häverstädt 3; Minden (32429);Häverstädt 3,  Minden (32429);2.7577
26469;Meissen 4; Minden (32423);Meissen 4,  Minden (32423);2.2984
26470;Leteln / Aminghausen 2; Minden (32423);Leteln / Aminghausen 2,  Minden (32423);
26471;Dankersen 2; Minden (32423);Dankersen 2,  Minden (32423);2.2467
26472;Hahlen 5; Minden (32427);Hahlen 5,  Minden (32427);2.8727
26473;Häverstädt 3; Minden (32429);Häverstädt 3,  Minden (32429);2.7577
26474;Dankersen 4; Minden (32423);Dankersen 4,  Minden (32423);2.2459
26475;Innenstadt 7; Minden (32427);Innenstadt 7,  Minden (32427);2.5513
26476;Innenstadt 1; Minden (32423);Innenstadt 1,  Minden (32423);2.5513
26477;Dutzen 2; Minden / Dutzen (32429);Dutzen 2,  Minden / Dutzen (32429);
26478;Rechtes Weserufer 4; Minden (32423);Rechtes Weserufer 4,  Minden (32423);2.4143
26479;Leteln / Aminghausen 2; Minden (32423);Leteln / Aminghausen 2,  Minden (32423);
26480;Ã–stliche Feldstr. 44; Minden (32429);Ã–stliche Feldstr. 44,  Minden (32429);
26481;Rodenbeck 4; Minden (32429);Rodenbeck 4,  Minden (32429);2.6341
26482;Todtenhausen 5; Minden-Todtenhausen (32425);Todtenhausen 5,  Minden-Todtenhausen (32425);2.6112
26483;Todtenhausen 5; Minden-Todtenhausen (32425);Todtenhausen 5,  Minden-Todtenhausen (32425);2.6112
