ad_id;Street;City_Code;;;;;;
38848;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38849;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38850;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38851;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38852;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38853;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38854;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38855;Möhringen; Tuttlingen (78532);Möhringen,  Tuttlingen (78532);177;;;;
38856;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38857;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38858;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);0;;;;
38859;Bahnhofstrasse 156; Tuttlingen (78532);Bahnhofstrasse 156,  Tuttlingen (78532);561;;;;
38860;Weimarstrasse 55; Tuttlingen (78532);Weimarstrasse 55,  Tuttlingen (78532);367;;;;
38861;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38862;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);0;;;;
38863;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38864;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38865;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38866;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38867;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38868;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38869;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38870;Nendingen; Tuttlingen (78532);Nendingen,  Tuttlingen (78532);50;;;;
38871;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38872;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38873;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38874;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38875;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38876;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38877;Nendingen; Tuttlingen (78532);Nendingen,  Tuttlingen (78532);50;;;;
38878;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38879;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38880;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38881;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38882;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38883;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38884;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38885;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38886;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38887;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38888;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38889;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38890;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38891;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38892;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38893;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);0;;;;
38894;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38895;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38896;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38897;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38898;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38899;Möhringen; Tuttlingen (78532);Möhringen,  Tuttlingen (78532);177;;;;
38900;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38901;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38902;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38903;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38904;Esslingen; Tuttlingen / Esslingen (78532);Esslingen,  Tuttlingen / Esslingen (78532);0;;;;
38905;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38906;Oberamteistr. 13; Tuttlingen (78532);Oberamteistr. 13,  Tuttlingen (78532);762;;;;
38907;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38908;Möhringen; Tuttlingen-Möhringen (78532);Möhringen,  Tuttlingen-Möhringen (78532);177;;;;
38909;Möhringen; Tuttlingen / Möhringen (78532);Möhringen,  Tuttlingen / Möhringen (78532);177;;;;
38910;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38911;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38912;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38913;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38914;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38915;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38916;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38917;Kreuzstrasse 1; Tuttlingen (78532);Kreuzstrasse 1,  Tuttlingen (78532);65;;;;
38918;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38919;Unknown;Unknown;Unknown, Unknown;0;;;;
38920;Unknown;Unknown;Unknown, Unknown;0;;;;
38921;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38922;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38923;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38924;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38925;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38926;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38927;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38928;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38929;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38930;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38931;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38932;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38933;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38934;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38935;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38936;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38937;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38938;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38939;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38940;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38941;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38942;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38943;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38944;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38945;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38946;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38947;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38948;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38949;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38950;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38951;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38952;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38953;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38954;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38955;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38956;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38957;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38958;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38959;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38960;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38961;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38962;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38963;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38964;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38965;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38966;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38967;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38968;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38969;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38970;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38971;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38972;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38973;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38974;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38975;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38976;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38977;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38978;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38979;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38980;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38981;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38982;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38983;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38984;Obere Vorstadt 2; Tuttlingen (78532);Obere Vorstadt 2,  Tuttlingen (78532);764;;;;
38985;Tuttlingen; Tuttlingen (78532);Tuttlingen,  Tuttlingen (78532);777;;;;
38986;Wurmlingen (78573);464.000 1.966;Wurmlingen (78573), 464.000 1.966;0;;;;
38987;Wurmlingen (78573);706.328 5.351;Wurmlingen (78573), 706.328 5.351;0;;;;
38988;Wurmlingen (78573);864.993 4.159;Wurmlingen (78573), 864.993 4.159;0;;;;
38989;Wurmlingen (78573);588.850 4.089;Wurmlingen (78573), 588.850 4.089;0;;;;
38990;Wurmlingen (78573);187.000 2.623;Wurmlingen (78573), 187.000 2.623;0;;;;
38991;Wurmlingen (78573);782.138 3.760;Wurmlingen (78573), 782.138 3.760;0;;;;
38992;Wurmlingen (78573);587.770 2.826;Wurmlingen (78573), 587.770 2.826;0;;;;
38993;Emmingen; Emmingen-Liptingen (78576);Emmingen,  Emmingen-Liptingen (78576);25;;;;
38994;Emmingen; Emmingen-Liptingen (78576);Emmingen,  Emmingen-Liptingen (78576);25;;;;
38995;Emmingen; Emmingen-Liptingen (78576);Emmingen,  Emmingen-Liptingen (78576);25;;;;
38996;Emmingen; Emmingen-Liptingen (78576);Emmingen,  Emmingen-Liptingen (78576);25;;;;
38997;Emmingen; Emmingen-Liptingen (78576);Emmingen,  Emmingen-Liptingen (78576);25;;;;
38998;Emmingen; Emmingen-Liptingen (78576);Emmingen,  Emmingen-Liptingen (78576);25;;;;
38999;Emmingen; Emmingen-Liptingen (78576);Emmingen,  Emmingen-Liptingen (78576);25;;;;
39000;Emmingen; Emmingen-Liptingen (78576);Emmingen,  Emmingen-Liptingen (78576);25;;;;
40001;Sickenhausen; Reutlingen (72768);Sickenhausen,  Reutlingen (72768);100;;;;
40002;Storlach; Reutlingen (72760);Storlach,  Reutlingen (72760);420;;;;
40003;Oferdingen; Reutlingen (72768);Oferdingen,  Reutlingen (72768);155;;;;
40004;Orschel - Hagen; Reutlingen (72760);Orschel - Hagen,  Reutlingen (72760);270;;;;
40005;Achalm; Reutlingen (72766);Achalm,  Reutlingen (72766);0;;;;
40006;Rommelsbach; Reutlingen (72768);Rommelsbach,  Reutlingen (72768);302;;;;
40007;Ringelbach; Reutlingen (72762);Ringelbach,  Reutlingen (72762);0;;;;
40008;Zentrum; Reutlingen (72764);Zentrum,  Reutlingen (72764);737;;;;
40009;Hopfengartenstr.; Reutlingen-Sondelfingen (72766);Hopfengartenstr.,  Reutlingen-Sondelfingen (72766);265;;;;
40010;Ringelbach; Reutlingen (72764);Ringelbach,  Reutlingen (72764);315;;;;
40011;Zentrum; Reutlingen (72764);Zentrum,  Reutlingen (72764);737;;;;
40012;Zentrum; Reutlingen (72764);Zentrum,  Reutlingen (72764);737;;;;
40013;Storlach; Reutlingen (72760);Storlach,  Reutlingen (72760);420;;;;
40014;Hopfengartenstr.; Reutlingen / Sondelfingen (72766);Hopfengartenstr.,  Reutlingen / Sondelfingen (72766);265;;;;
40015;Gönningen; Reutlingen (72760);Gönningen,  Reutlingen (72760);177;;;;
40016;Achalm; Reutlingen (72766);Achalm,  Reutlingen (72766);0;;;;
40017;Sickenhausen; Reutlingen (72768);Sickenhausen,  Reutlingen (72768);100;;;;
40018;Sickenhausen; Reutlingen (72768);Sickenhausen,  Reutlingen (72768);100;;;;
40019;Sickenhausen; Reutlingen (72768);Sickenhausen,  Reutlingen (72768);100;;;;
40020;Sickenhausen; Reutlingen (72768);Sickenhausen,  Reutlingen (72768);100;;;;
40021;Sickenhausen; Reutlingen (72768);Sickenhausen,  Reutlingen (72768);100;;;;
40022;Ringelbach; Reutlingen (72764);Ringelbach,  Reutlingen (72764);315;;;;
40023;Römerschanze; Reutlingen (72760);Römerschanze,  Reutlingen (72760);440;;;;
40024;Behringstrasse; Reutlingen (72766);Behringstrasse,  Reutlingen (72766);335;;;;
40025;Urbanstrasse; Reutlingen (72764);Urbanstrasse,  Reutlingen (72764);750;;;;
40026;Bronnweiler; Reutlingen (72770);Bronnweiler,  Reutlingen (72770);90;;;;
40027;Kirchentellinsfurt (72138);399.000 5.466;Kirchentellinsfurt (72138), 399.000 5.466;0;;;;
40028;Metzingen; Metzingen (72555);Metzingen,  Metzingen (72555);470;;;;
40029;Metzingen; Metzingen (72555);Metzingen,  Metzingen (72555);470;;;;
40030;Metzingen; Metzingen (72555);Metzingen,  Metzingen (72555);470;;;;
40031;Wannweil (72827);800.724 3.813;Wannweil (72827), 800.724 3.813;0;;;;
40032;Wannweil (72827);545.000 3.516;Wannweil (72827), 545.000 3.516;0;;;;
40033;Wannweil (72827);320.000 3.516;Wannweil (72827), 320.000 3.516;0;;;;
40034;Wannweil (72827);894.700 7.988;Wannweil (72827), 894.700 7.988;0;;;;
40035;Metzingen; Metzingen (72555);Metzingen,  Metzingen (72555);470;;;;
40036;Eningen; Eningen unter Achalm (72800);Eningen,  Eningen unter Achalm (72800);110;;;;
40037;Wannweil (72827);760.350 6.035;Wannweil (72827), 760.350 6.035;0;;;;
40038;Wannweil (72827);175.000 3.977;Wannweil (72827), 175.000 3.977;0;;;;
40039;Wannweil;Wannweil (72827);Wannweil, Wannweil (72827);112;;;;
40040;Kirchentellinsfurt;Kirchentellinsfurt (72138);Kirchentellinsfurt, Kirchentellinsfurt (72138);95;;;;
40041;Eningen; Eningen unter Achalm (72800);Eningen,  Eningen unter Achalm (72800);110;;;;
40042;Wannweil;Wannweil (72827);Wannweil, Wannweil (72827);112;;;;
40043;Metzingen; Metzingen (72555);Metzingen,  Metzingen (72555);470;;;;
40044;Wahlbezirk 04; Elmshorn (25335);Wahlbezirk 04,  Elmshorn (25335);0;;;;
40045;Wahlbezirk 17; Elmshorn (25336);Wahlbezirk 17,  Elmshorn (25336);0;;;;
40046;Wahlbezirk 21; Elmshorn (25336);Wahlbezirk 21,  Elmshorn (25336);0;;;;
40047;Wahlbezirk 06; Elmshorn (25335);Wahlbezirk 06,  Elmshorn (25335);0;;;;
40048;Wahlbezirk 06; Elmshorn (25335);Wahlbezirk 06,  Elmshorn (25335);0;;;;
40049;Wahlbezirk 19; Elmshorn (25336);Wahlbezirk 19,  Elmshorn (25336);0;;;;
40050;Wahlbezirk 05; Elmshorn (25335);Wahlbezirk 05,  Elmshorn (25335);0;;;;
40051;Wahlbezirk 12; Elmshorn (25337);Wahlbezirk 12,  Elmshorn (25337);0;;;;
40052;Wahlbezirk 06; Elmshorn (25335);Wahlbezirk 06,  Elmshorn (25335);0;;;;
40053;Margarethenstrasse 12; Elmshorn (25336);Margarethenstrasse 12,  Elmshorn (25336);370;;;;
40054;Margarethenstrasse 12; Elmshorn (25336);Margarethenstrasse 12,  Elmshorn (25336);370;;;;
40055;Wahlbezirk 08; Elmshorn (25335);Wahlbezirk 08,  Elmshorn (25335);0;;;;
40056;Wahlbezirk 09; Elmshorn (25335);Wahlbezirk 09,  Elmshorn (25335);0;;;;
40057;Wahlbezirk 02; Elmshorn (25335);Wahlbezirk 02,  Elmshorn (25335);0;;;;
40058;Wahlbezirk 19; Elmshorn (25336);Wahlbezirk 19,  Elmshorn (25336);0;;;;
40059;Wahlbezirk 16; Elmshorn (25336);Wahlbezirk 16,  Elmshorn (25336);0;;;;
40060;Wahlbezirk 04; Elmshorn (25335);Wahlbezirk 04,  Elmshorn (25335);0;;;;
40061;Wahlbezirk 04; Elmshorn (25335);Wahlbezirk 04,  Elmshorn (25335);0;;;;
40062;Wahlbezirk 04; Elmshorn (25335);Wahlbezirk 04,  Elmshorn (25335);0;;;;
40063;Wahlbezirk 11; Elmshorn (25337);Wahlbezirk 11,  Elmshorn (25337);0;;;;
40064;Roonstrasse 1-3a; Elmshorn (25335);Roonstrasse 1-3a,  Elmshorn (25335);295;;;;
40065;Wahlbezirk 06; Elmshorn (25335);Wahlbezirk 06,  Elmshorn (25335);0;;;;
40066;Wahlbezirk 04; Elmshorn (25335);Wahlbezirk 04,  Elmshorn (25335);0;;;;
40067;Wahlbezirk 04; Elmshorn (25335);Wahlbezirk 04,  Elmshorn (25335);0;;;;
40068;Wahlbezirk 06; Elmshorn (25335);Wahlbezirk 06,  Elmshorn (25335);0;;;;
40069;Wahlbezirk 01; Elmshorn (25336);Wahlbezirk 01,  Elmshorn (25336);0;;;;
40070;Wahlbezirk 19; Elmshorn (25336);Wahlbezirk 19,  Elmshorn (25336);0;;;;
40071;Wahlbezirk 17; Elmshorn (25336);Wahlbezirk 17,  Elmshorn (25336);0;;;;
40072;Wahlbezirk 06; Elmshorn (25335);Wahlbezirk 06,  Elmshorn (25335);0;;;;
40073;Wahlbezirk 06; Elmshorn (25335);Wahlbezirk 06,  Elmshorn (25335);0;;;;
40074;Wahlbezirk 08; Elmshorn (25335);Wahlbezirk 08,  Elmshorn (25335);0;;;;
40075;Wahlbezirk 16; Elmshorn (25336);Wahlbezirk 16,  Elmshorn (25336);0;;;;
40076;Wahlbezirk 10; Elmshorn (25337);Wahlbezirk 10,  Elmshorn (25337);0;;;;
40077;Wahlbezirk 20; Elmshorn (25336);Wahlbezirk 20,  Elmshorn (25336);0;;;;
40078;Wahlbezirk 01; Elmshorn (25335);Wahlbezirk 01,  Elmshorn (25335);0;;;;
40079;Wahlbezirk 05; Elmshorn (25335);Wahlbezirk 05,  Elmshorn (25335);0;;;;
40080;Wahlbezirk 09; Elmshorn (25335);Wahlbezirk 09,  Elmshorn (25335);0;;;;
40081;Wahlbezirk 11; Elmshorn (25337);Wahlbezirk 11,  Elmshorn (25337);0;;;;
40082;Wahlbezirk 20; Elmshorn (25336);Wahlbezirk 20,  Elmshorn (25336);0;;;;
40083;Wahlbezirk 06; Elmshorn (25335);Wahlbezirk 06,  Elmshorn (25335);0;;;;
40084;Wahlbezirk 15; Elmshorn (25337);Wahlbezirk 15,  Elmshorn (25337);0;;;;
40085;Wahlbezirk 19; Elmshorn (25336);Wahlbezirk 19,  Elmshorn (25336);0;;;;
40086;Wahlbezirk 20; Elmshorn (25336);Wahlbezirk 20,  Elmshorn (25336);0;;;;
40087;Wahlbezirk 15; Elmshorn (25337);Wahlbezirk 15,  Elmshorn (25337);0;;;;
40088;Wahlbezirk 02; Elmshorn (25335);Wahlbezirk 02,  Elmshorn (25335);0;;;;
40089;Wahlbezirk 17; Elmshorn (25336);Wahlbezirk 17,  Elmshorn (25336);0;;;;
40090;Wahlbezirk 20; Elmshorn (25336);Wahlbezirk 20,  Elmshorn (25336);0;;;;
40091;Wahlbezirk 15; Elmshorn (25335);Wahlbezirk 15,  Elmshorn (25335);0;;;;
40092;Wahlbezirk 15; Elmshorn (25337);Wahlbezirk 15,  Elmshorn (25337);0;;;;
40093;Wahlbezirk 15; Elmshorn (25337);Wahlbezirk 15,  Elmshorn (25337);0;;;;
40094;Wahlbezirk 08; Elmshorn (25335);Wahlbezirk 08,  Elmshorn (25335);0;;;;
40095;Wahlbezirk 14; Elmshorn (25337);Wahlbezirk 14,  Elmshorn (25337);0;;;;
40096;Wahlbezirk 02; Elmshorn (25335);Wahlbezirk 02,  Elmshorn (25335);0;;;;
40097;Wahlbezirk 17; Elmshorn (25336);Wahlbezirk 17,  Elmshorn (25336);0;;;;
40098;Wahlbezirk 05; Elmshorn (25335);Wahlbezirk 05,  Elmshorn (25335);0;;;;
40099;Margarethenstrasse 12; Elmshorn (25336);Margarethenstrasse 12,  Elmshorn (25336);370;;;;
40100;Wahlbezirk 20; Elmshorn (25336);Wahlbezirk 20,  Elmshorn (25336);0;;;;
40101;Wahlbezirk 17; Elmshorn (25336);Wahlbezirk 17,  Elmshorn (25336);0;;;;
40102;Wahlbezirk 01; Elmshorn (25336);Wahlbezirk 01,  Elmshorn (25336);0;;;;
40103;Wahlbezirk 14; Elmshorn (25337);Wahlbezirk 14,  Elmshorn (25337);0;;;;
40104;Wahlbezirk 17; Elmshorn (25336);Wahlbezirk 17,  Elmshorn (25336);0;;;;
40105;Friedensallee 68; Elmshorn (25335);Friedensallee 68,  Elmshorn (25335);255;;;;
40106;Wahlbezirk 06; Elmshorn (25335);Wahlbezirk 06,  Elmshorn (25335);0;;;;
40107;Wahlbezirk 09; Elmshorn (25335);Wahlbezirk 09,  Elmshorn (25335);0;;;;
40108;Wahlbezirk 15; Elmshorn (25337);Wahlbezirk 15,  Elmshorn (25337);0;;;;
40109;Wahlbezirk 14; Elmshorn (25337);Wahlbezirk 14,  Elmshorn (25337);0;;;;
40110;Wahlbezirk 19; Elmshorn (25336);Wahlbezirk 19,  Elmshorn (25336);0;;;;
40111;Wahlbezirk 19; Elmshorn (25336);Wahlbezirk 19,  Elmshorn (25336);0;;;;
40112;Wahlbezirk 03; Elmshorn (25335);Wahlbezirk 03,  Elmshorn (25335);0;;;;
40113;Wahlbezirk 08; Elmshorn (25335);Wahlbezirk 08,  Elmshorn (25335);0;;;;
40114;Wahlbezirk 03; Elmshorn (25335);Wahlbezirk 03,  Elmshorn (25335);0;;;;
40115;Wahlbezirk 16; Elmshorn (25336);Wahlbezirk 16,  Elmshorn (25336);0;;;;
40116;Wahlbezirk 11; Elmshorn (25337);Wahlbezirk 11,  Elmshorn (25337);0;;;;
40117;Wahlbezirk 13; Elmshorn (25337);Wahlbezirk 13,  Elmshorn (25337);0;;;;
40118;Ollnstrasse 82; Elmshorn (25336);Ollnstrasse 82,  Elmshorn (25336);0;;;;
40119;Margarethenstrasse 12; Elmshorn (25336);Margarethenstrasse 12,  Elmshorn (25336);370;;;;
40120;Margarethenstrasse 12; Elmshorn (25336);Margarethenstrasse 12,  Elmshorn (25336);370;;;;
40121;Margarethenstrasse 12; Elmshorn (25336);Margarethenstrasse 12,  Elmshorn (25336);370;;;;
40122;Wahlbezirk 03; Elmshorn (25335);Wahlbezirk 03,  Elmshorn (25335);0;;;;
40123;Wahlbezirk 03; Elmshorn (25335);Wahlbezirk 03,  Elmshorn (25335);0;;;;
40124;Wahlbezirk 15; Elmshorn (25337);Wahlbezirk 15,  Elmshorn (25337);0;;;;
40125;Wahlbezirk 08; Elmshorn (25335);Wahlbezirk 08,  Elmshorn (25335);0;;;;
40126;Wahlbezirk 04; Elmshorn (25335);Wahlbezirk 04,  Elmshorn (25335);0;;;;
40127;Wahlbezirk 12; Elmshorn (25337);Wahlbezirk 12,  Elmshorn (25337);0;;;;
